infinitivo,ending,pensyl,prepensyl,pospensyl,stem,person,number,tense,mood,class_pensyl,class_suff,irregular,conjugacion
explicar,ar,pli,p,li,c,1,1,0,2,0,quemos,1,expliquemos
explicar,ar,pli,p,li,c,3,1,0,2,0,quen,1,expliquen
extender,er,ten,t,en,d,1,0,0,0,tien,o,1,extiendo
extender,er,ten,t,en,d,2,0,0,0,tien,es,1,extiendes
extender,er,ten,t,en,d,3,0,0,0,tien,e,1,extiende
extender,er,ten,t,en,d,3,1,0,0,tien,en,1,extienden
extender,er,ten,t,en,d,1,0,0,1,tien,a,1,extienda
extender,er,ten,t,en,d,2,0,0,1,tien,as,1,extiendas
extender,er,ten,t,en,d,3,0,0,1,tien,a,1,extienda
extender,er,ten,t,en,d,3,1,0,1,tien,an,1,extiendan
extender,er,ten,t,en,d,2,0,0,2,tien,e,1,extiende
extender,er,ten,t,en,d,3,0,0,2,tien,a,1,extienda
extender,er,ten,t,en,d,3,1,0,2,tien,an,1,extiendan
enviar,ar,en,NULL,en,vi,1,0,0,0,0,vío,1,envío
enviar,ar,en,NULL,en,vi,2,0,0,0,0,vías,1,envías
enviar,ar,en,NULL,en,vi,3,0,0,0,0,vía,1,envía
enviar,ar,en,NULL,en,vi,3,1,0,0,0,vían,1,envían
enviar,ar,en,NULL,en,vi,1,0,0,1,0,víe,1,envíe
enviar,ar,en,NULL,en,vi,2,0,0,1,0,víes,1,envíes
enviar,ar,en,NULL,en,vi,3,0,0,1,0,víe,1,envíe
enviar,ar,en,NULL,en,vi,3,1,0,1,0,víen,1,envíen
enviar,ar,en,NULL,en,vi,2,0,0,2,0,vía,1,envía
enviar,ar,en,NULL,en,vi,3,0,0,2,0,víe,1,envíe
enviar,ar,en,NULL,en,vi,3,1,0,2,0,víen,1,envíen
despedir,ir,pe,NULL,pe,d,1,0,0,0,pi,o,1,despido
despedir,ir,pe,NULL,pe,d,2,0,0,0,pi,es,1,despides
despedir,ir,pe,NULL,pe,d,3,0,0,0,pi,e,1,despide
despedir,ir,pe,NULL,pe,d,3,1,0,0,pi,en,1,despiden
despedir,ir,pe,NULL,pe,d,3,0,2,0,pi,ió,1,despidió
despedir,ir,pe,NULL,pe,d,3,1,2,0,pi,ieron,1,despidieron
despedir,ir,pe,NULL,pe,d,1,0,0,1,pi,a,1,despida
despedir,ir,pe,NULL,pe,d,2,0,0,1,pi,as,1,despidas
despedir,ir,pe,NULL,pe,d,3,0,0,1,pi,a,1,despida
despedir,ir,pe,NULL,pe,d,1,1,0,1,pi,amos,1,despidamos
despedir,ir,pe,NULL,pe,d,2,1,0,1,pi,áis,1,despidáis
despedir,ir,pe,NULL,pe,d,3,1,0,1,pi,an,1,despidan
despedir,ir,pe,NULL,pe,d,1,0,1,1,pi,iera,1,despidiera
despedir,ir,pe,NULL,pe,d,2,0,1,1,pi,ieras,1,despidieras
despedir,ir,pe,NULL,pe,d,3,0,1,1,pi,iera,1,despidiera
despedir,ir,pe,NULL,pe,d,1,1,1,1,pi,iéramos,1,despidiéramos
despedir,ir,pe,NULL,pe,d,2,1,1,1,pi,ierais,1,despidierais
despedir,ir,pe,NULL,pe,d,3,1,1,1,pi,ieran,1,despidieran
despedir,ir,pe,NULL,pe,d,1,0,3,1,pi,iere,1,despidiere
despedir,ir,pe,NULL,pe,d,2,0,3,1,pi,ieres,1,despidieres
despedir,ir,pe,NULL,pe,d,3,0,3,1,pi,iere,1,despidiere
despedir,ir,pe,NULL,pe,d,1,1,3,1,pi,iéremos,1,despidiéremos
despedir,ir,pe,NULL,pe,d,2,1,3,1,pi,iereis,1,despidiereis
despedir,ir,pe,NULL,pe,d,3,1,3,1,pi,ieren,1,despidieren
despedir,ir,pe,NULL,pe,d,2,0,0,2,pi,e,1,despide
despedir,ir,pe,NULL,pe,d,3,0,0,2,pi,a,1,despida
despedir,ir,pe,NULL,pe,d,1,1,0,2,pi,amos,1,despidamos
despedir,ir,pe,NULL,pe,d,3,1,0,2,pi,an,1,despidan
caber,er,ca,NULL,ca,b,1,0,0,0,que,po,1,quepo
caber,er,ca,NULL,ca,b,1,0,2,0,cu,pe,1,cupe
caber,er,ca,NULL,ca,b,2,0,2,0,cu,piste,1,cupiste
caber,er,ca,NULL,ca,b,3,0,2,0,cu,po,1,cupo
caber,er,ca,NULL,ca,b,1,1,2,0,cu,pimos,1,cupimos
caber,er,ca,NULL,ca,b,2,1,2,0,cu,pisteis,1,cupisteis
caber,er,ca,NULL,ca,b,3,1,2,0,cu,pieron,1,cupieron
caber,er,ca,NULL,ca,b,1,0,3,0,0,ré,1,cabré
caber,er,ca,NULL,ca,b,2,0,3,0,0,rás,1,cabrás
caber,er,ca,NULL,ca,b,3,0,3,0,0,rá,1,cabrá
caber,er,ca,NULL,ca,b,1,1,3,0,0,remos,1,cabremos
caber,er,ca,NULL,ca,b,2,1,3,0,0,réis,1,cabréis
caber,er,ca,NULL,ca,b,3,1,3,0,0,rán,1,cabrán
caber,er,ca,NULL,ca,b,1,0,4,0,0,ría,1,cabría
caber,er,ca,NULL,ca,b,2,0,4,0,0,rías,1,cabrías
caber,er,ca,NULL,ca,b,3,0,4,0,0,ría,1,cabría
caber,er,ca,NULL,ca,b,1,1,4,0,0,ríamos,1,cabríamos
caber,er,ca,NULL,ca,b,2,1,4,0,0,ríais,1,cabríais
caber,er,ca,NULL,ca,b,3,1,4,0,0,rían,1,cabrían
caber,er,ca,NULL,ca,b,1,0,0,1,que,pa,1,quepa
caber,er,ca,NULL,ca,b,2,0,0,1,que,pas,1,quepas
caber,er,ca,NULL,ca,b,3,0,0,1,que,pa,1,quepa
caber,er,ca,NULL,ca,b,1,1,0,1,que,pamos,1,quepamos
caber,er,ca,NULL,ca,b,2,1,0,1,que,páis,1,quepáis
caber,er,ca,NULL,ca,b,3,1,0,1,que,pan,1,quepan
caber,er,ca,NULL,ca,b,1,0,1,1,cu,piera,1,cupiera
caber,er,ca,NULL,ca,b,2,0,1,1,cu,pieras,1,cupieras
caber,er,ca,NULL,ca,b,3,0,1,1,cu,piera,1,cupiera
caber,er,ca,NULL,ca,b,1,1,1,1,cu,piéramos,1,cupiéramos
caber,er,ca,NULL,ca,b,2,1,1,1,cu,pierais,1,cupierais
caber,er,ca,NULL,ca,b,3,1,1,1,cu,pieran,1,cupieran
caber,er,ca,NULL,ca,b,1,0,3,1,cu,piere,1,cupiere
caber,er,ca,NULL,ca,b,2,0,3,1,cu,pieres,1,cupieres
caber,er,ca,NULL,ca,b,3,0,3,1,cu,piere,1,cupiere
caber,er,ca,NULL,ca,b,1,1,3,1,cu,piéremos,1,cupiéremos
caber,er,ca,NULL,ca,b,2,1,3,1,cu,piereis,1,cupiereis
caber,er,ca,NULL,ca,b,3,1,3,1,cu,pieren,1,cupieren
caber,er,ca,NULL,ca,b,3,0,0,2,que,pa,1,quepa
caber,er,ca,NULL,ca,b,1,1,0,2,que,pamos,1,quepamos
caber,er,ca,NULL,ca,b,3,1,0,2,que,pan,1,quepan
fluir,ir,NULL,NULL,NULL,flu,1,0,0,0,0,yo,1,fluyo
fluir,ir,NULL,NULL,NULL,flu,2,0,0,0,0,yes,1,fluyes
fluir,ir,NULL,NULL,NULL,flu,3,0,0,0,0,ye,1,fluye
fluir,ir,NULL,NULL,NULL,flu,3,1,0,0,0,yen,1,fluyen
fluir,ir,NULL,NULL,NULL,flu,3,0,2,0,0,yó,1,fluyó
fluir,ir,NULL,NULL,NULL,flu,3,1,2,0,0,yeron,1,fluyeron
fluir,ir,NULL,NULL,NULL,flu,1,0,0,1,0,ya,1,fluya
fluir,ir,NULL,NULL,NULL,flu,2,0,0,1,0,yas,1,fluyas
fluir,ir,NULL,NULL,NULL,flu,3,0,0,1,0,ya,1,fluya
fluir,ir,NULL,NULL,NULL,flu,1,1,0,1,0,yamos,1,fluyamos
fluir,ir,NULL,NULL,NULL,flu,2,1,0,1,0,yáis,1,fluyáis
fluir,ir,NULL,NULL,NULL,flu,3,1,0,1,0,yan,1,fluyan
fluir,ir,NULL,NULL,NULL,flu,1,0,1,1,0,yera,1,fluyera
fluir,ir,NULL,NULL,NULL,flu,2,0,1,1,0,yeras,1,fluyeras
fluir,ir,NULL,NULL,NULL,flu,3,0,1,1,0,yera,1,fluyera
fluir,ir,NULL,NULL,NULL,flu,1,1,1,1,0,yéramos,1,fluyéramos
fluir,ir,NULL,NULL,NULL,flu,2,1,1,1,0,yerais,1,fluyerais
fluir,ir,NULL,NULL,NULL,flu,3,1,1,1,0,yeran,1,fluyeran
fluir,ir,NULL,NULL,NULL,flu,1,0,3,1,0,yere,1,fluyere
fluir,ir,NULL,NULL,NULL,flu,2,0,3,1,0,yeres,1,fluyeres
fluir,ir,NULL,NULL,NULL,flu,3,0,3,1,0,yere,1,fluyere
fluir,ir,NULL,NULL,NULL,flu,1,1,3,1,0,yéremos,1,fluyéremos
fluir,ir,NULL,NULL,NULL,flu,2,1,3,1,0,yereis,1,fluyereis
fluir,ir,NULL,NULL,NULL,flu,3,1,3,1,0,yeren,1,fluyeren
fluir,ir,NULL,NULL,NULL,flu,2,0,0,2,0,ye,1,fluye
fluir,ir,NULL,NULL,NULL,flu,3,0,0,2,0,ya,1,fluya
fluir,ir,NULL,NULL,NULL,flu,1,1,0,2,0,yamos,1,fluyamos
fluir,ir,NULL,NULL,NULL,flu,3,1,0,2,0,yan,1,fluyan
florecer,er,re,NULL,re,c,1,0,0,0,rez,o,1,florezco
florecer,er,re,NULL,re,c,1,0,0,1,rez,a,1,florezca
florecer,er,re,NULL,re,c,2,0,0,1,rez,as,1,florezcas
florecer,er,re,NULL,re,c,3,0,0,1,rez,a,1,florezca
florecer,er,re,NULL,re,c,1,1,0,1,rez,amos,1,florezcamos
florecer,er,re,NULL,re,c,2,1,0,1,rez,áis,1,florezcáis
florecer,er,re,NULL,re,c,3,1,0,1,rez,an,1,florezcan
florecer,er,re,NULL,re,c,3,0,0,2,rez,a,1,florezca
florecer,er,re,NULL,re,c,1,1,0,2,rez,amos,1,florezcamos
florecer,er,re,NULL,re,c,3,1,0,2,rez,an,1,florezcan
seguir,ir,se,NULL,se,gu,1,0,0,0,si,go,1,sigo
seguir,ir,se,NULL,se,gu,2,0,0,0,si,es,1,sigues
seguir,ir,se,NULL,se,gu,3,0,0,0,si,e,1,sigue
seguir,ir,se,NULL,se,gu,3,1,0,0,si,en,1,siguen
seguir,ir,se,NULL,se,gu,3,0,2,0,si,ió,1,siguió
seguir,ir,se,NULL,se,gu,3,1,2,0,si,ieron,1,siguieron
seguir,ir,se,NULL,se,gu,1,0,0,1,si,ga,1,siga
seguir,ir,se,NULL,se,gu,2,0,0,1,si,gas,1,sigas
seguir,ir,se,NULL,se,gu,3,0,0,1,si,ga,1,siga
seguir,ir,se,NULL,se,gu,1,1,0,1,si,gamos,1,sigamos
seguir,ir,se,NULL,se,gu,2,1,0,1,si,gáis,1,sigáis
seguir,ir,se,NULL,se,gu,3,1,0,1,si,gan,1,sigan
seguir,ir,se,NULL,se,gu,1,0,1,1,si,iera,1,siguiera
seguir,ir,se,NULL,se,gu,2,0,1,1,si,ieras,1,siguieras
seguir,ir,se,NULL,se,gu,3,0,1,1,si,iera,1,siguiera
seguir,ir,se,NULL,se,gu,1,1,1,1,si,iéramos,1,siguiéramos
seguir,ir,se,NULL,se,gu,2,1,1,1,si,ierais,1,siguierais
seguir,ir,se,NULL,se,gu,3,1,1,1,si,ieran,1,siguieran
seguir,ir,se,NULL,se,gu,1,0,3,1,si,iere,1,siguiere
seguir,ir,se,NULL,se,gu,2,0,3,1,si,ieres,1,siguieres
seguir,ir,se,NULL,se,gu,3,0,3,1,si,iere,1,siguiere
seguir,ir,se,NULL,se,gu,1,1,3,1,si,iéremos,1,siguiéremos
seguir,ir,se,NULL,se,gu,2,1,3,1,si,iereis,1,siguiereis
seguir,ir,se,NULL,se,gu,3,1,3,1,si,ieren,1,siguieren
seguir,ir,se,NULL,se,gu,2,0,0,2,si,e,1,sigue
seguir,ir,se,NULL,se,gu,3,0,0,2,si,ga,1,siga
seguir,ir,se,NULL,se,gu,1,1,0,2,si,gamos,1,sigamos
seguir,ir,se,NULL,se,gu,3,1,0,2,si,gan,1,sigan
forzar,ar,for,f,or,z,1,0,0,0,fuer,o,1,fuerzo
forzar,ar,for,f,or,z,2,0,0,0,fuer,as,1,fuerzas
forzar,ar,for,f,or,z,3,0,0,0,fuer,a,1,fuerza
forzar,ar,for,f,or,z,3,1,0,0,fuer,an,1,fuerzan
forzar,ar,for,f,or,z,1,0,2,0,0,cé,1,forcé
forzar,ar,for,f,or,z,1,0,0,1,fuer,ce,1,fuerce
forzar,ar,for,f,or,z,2,0,0,1,fuer,ces,1,fuerces
forzar,ar,for,f,or,z,3,0,0,1,fuer,ce,1,fuerce
forzar,ar,for,f,or,z,1,1,0,1,0,cemos,1,forcemos
forzar,ar,for,f,or,z,2,1,0,1,0,céis,1,forcéis
forzar,ar,for,f,or,z,3,1,0,1,fuer,cen,1,fuercen
forzar,ar,for,f,or,z,2,0,0,2,fuer,a,1,fuerza
forzar,ar,for,f,or,z,3,0,0,2,fuer,ce,1,fuerce
forzar,ar,for,f,or,z,1,1,0,2,0,cemos,1,forcemos
forzar,ar,for,f,or,z,3,1,0,2,fuer,cen,1,fuercen
enmarcar,ar,mar,m,ar,c,1,0,2,0,0,qué,1,enmarqué
enmarcar,ar,mar,m,ar,c,1,0,0,1,0,que,1,enmarque
enmarcar,ar,mar,m,ar,c,2,0,0,1,0,ques,1,enmarques
enmarcar,ar,mar,m,ar,c,3,0,0,1,0,que,1,enmarque
enmarcar,ar,mar,m,ar,c,1,1,0,1,0,quemos,1,enmarquemos
enmarcar,ar,mar,m,ar,c,2,1,0,1,0,quéis,1,enmarquéis
enmarcar,ar,mar,m,ar,c,3,1,0,1,0,quen,1,enmarquen
enmarcar,ar,mar,m,ar,c,3,0,0,2,0,que,1,enmarque
enmarcar,ar,mar,m,ar,c,1,1,0,2,0,quemos,1,enmarquemos
enmarcar,ar,mar,m,ar,c,3,1,0,2,0,quen,1,enmarquen
recoger,er,co,NULL,co,g,1,0,0,0,0,jo,1,recojo
recoger,er,co,NULL,co,g,1,0,0,1,0,ja,1,recoja
recoger,er,co,NULL,co,g,2,0,0,1,0,jas,1,recojas
recoger,er,co,NULL,co,g,3,0,0,1,0,ja,1,recoja
recoger,er,co,NULL,co,g,1,1,0,1,0,jamos,1,recojamos
recoger,er,co,NULL,co,g,2,1,0,1,0,jáis,1,recojáis
recoger,er,co,NULL,co,g,3,1,0,1,0,jan,1,recojan
recoger,er,co,NULL,co,g,3,0,0,2,0,ja,1,recoja
recoger,er,co,NULL,co,g,1,1,0,2,0,jamos,1,recojamos
recoger,er,co,NULL,co,g,3,1,0,2,0,jan,1,recojan
gruñir,ir,gru,g,ru,ñ,3,0,2,0,0,ó,1,gruñó
gruñir,ir,gru,g,ru,ñ,3,1,2,0,0,eron,1,gruñeron
gruñir,ir,gru,g,ru,ñ,1,0,1,1,0,era,1,gruñera
gruñir,ir,gru,g,ru,ñ,2,0,1,1,0,eras,1,gruñeras
gruñir,ir,gru,g,ru,ñ,3,0,1,1,0,era,1,gruñera
gruñir,ir,gru,g,ru,ñ,1,1,1,1,0,éramos,1,gruñéramos
gruñir,ir,gru,g,ru,ñ,2,1,1,1,0,erais,1,gruñerais
gruñir,ir,gru,g,ru,ñ,3,1,1,1,0,eran,1,gruñeran
gruñir,ir,gru,g,ru,ñ,1,0,3,1,0,ere,1,gruñere
gruñir,ir,gru,g,ru,ñ,2,0,3,1,0,eres,1,gruñeres
gruñir,ir,gru,g,ru,ñ,3,0,3,1,0,ere,1,gruñere
gruñir,ir,gru,g,ru,ñ,1,1,3,1,0,éremos,1,gruñéremos
gruñir,ir,gru,g,ru,ñ,2,1,3,1,0,ereis,1,gruñereis
gruñir,ir,gru,g,ru,ñ,3,1,3,1,0,eren,1,gruñeren
guiar,ar,NULL,NULL,NULL,gui,1,0,0,0,0,guío,1,guío
guiar,ar,NULL,NULL,NULL,gui,2,0,0,0,0,guías,1,guías
guiar,ar,NULL,NULL,NULL,gui,3,0,0,0,0,guía,1,guía
guiar,ar,NULL,NULL,NULL,gui,3,1,0,0,0,guían,1,guían
guiar,ar,NULL,NULL,NULL,gui,1,0,0,1,0,guíe,1,guíe
guiar,ar,NULL,NULL,NULL,gui,2,0,0,1,0,guíes,1,guíes
guiar,ar,NULL,NULL,NULL,gui,3,0,0,1,0,guíe,1,guíe
guiar,ar,NULL,NULL,NULL,gui,3,1,0,1,0,guíen,1,guíen
guiar,ar,NULL,NULL,NULL,gui,2,0,0,2,0,guía,1,guía
guiar,ar,NULL,NULL,NULL,gui,3,0,0,2,0,guíe,1,guíe
guiar,ar,NULL,NULL,NULL,gui,3,1,0,2,0,guíen,1,guíen
entregar,ar,tre,t,re,g,1,0,2,0,0,ué,1,entregué
entregar,ar,tre,t,re,g,1,0,0,1,0,ue,1,entregue
entregar,ar,tre,t,re,g,2,0,0,1,0,ues,1,entregues
entregar,ar,tre,t,re,g,3,0,0,1,0,ue,1,entregue
entregar,ar,tre,t,re,g,1,1,0,1,0,uemos,1,entreguemos
entregar,ar,tre,t,re,g,2,1,0,1,0,uéis,1,entreguéis
entregar,ar,tre,t,re,g,3,1,0,1,0,uen,1,entreguen
entregar,ar,tre,t,re,g,3,0,0,2,0,ue,1,entregue
entregar,ar,tre,t,re,g,1,1,0,2,0,uemos,1,entreguemos
entregar,ar,tre,t,re,g,3,1,0,2,0,uen,1,entreguen
colgar,ar,col,c,ol,g,1,0,0,0,cuel,o,1,cuelgo
colgar,ar,col,c,ol,g,2,0,0,0,cuel,as,1,cuelgas
colgar,ar,col,c,ol,g,3,0,0,0,cuel,a,1,cuelga
colgar,ar,col,c,ol,g,3,1,0,0,cuel,an,1,cuelgan
colgar,ar,col,c,ol,g,1,0,2,0,0,ué,1,colgué
colgar,ar,col,c,ol,g,1,0,0,1,cuel,ue,1,cuelgue
colgar,ar,col,c,ol,g,2,0,0,1,cuel,ues,1,cuelgues
colgar,ar,col,c,ol,g,3,0,0,1,cuel,ue,1,cuelgue
colgar,ar,col,c,ol,g,1,1,0,1,0,uemos,1,colguemos
colgar,ar,col,c,ol,g,2,1,0,1,0,uéis,1,colguéis
colgar,ar,col,c,ol,g,3,1,0,1,cuel,uen,1,cuelguen
colgar,ar,col,c,ol,g,2,0,0,2,cuel,a,1,cuelga
colgar,ar,col,c,ol,g,3,0,0,2,cuel,ue,1,cuelgue
colgar,ar,col,c,ol,g,1,1,0,2,0,uemos,1,colguemos
colgar,ar,col,c,ol,g,3,1,0,2,cuel,uen,1,cuelguen
ahorcar,ar,hor,h,or,c,1,0,2,0,0,qué,1,ahorqué
ahorcar,ar,hor,h,or,c,1,0,0,1,0,que,1,ahorque
ahorcar,ar,hor,h,or,c,2,0,0,1,0,ques,1,ahorques
ahorcar,ar,hor,h,or,c,3,0,0,1,0,que,1,ahorque
ahorcar,ar,hor,h,or,c,1,1,0,1,0,quemos,1,ahorquemos
ahorcar,ar,hor,h,or,c,2,1,0,1,0,quéis,1,ahorquéis
ahorcar,ar,hor,h,or,c,3,1,0,1,0,quen,1,ahorquen
ahorcar,ar,hor,h,or,c,3,0,0,2,0,que,1,ahorque
ahorcar,ar,hor,h,or,c,1,1,0,2,0,quemos,1,ahorquemos
ahorcar,ar,hor,h,or,c,3,1,0,2,0,quen,1,ahorquen
encabezar,ar,be,NULL,be,z,1,0,2,0,0,cé,1,encabecé
encabezar,ar,be,NULL,be,z,1,0,0,1,0,ce,1,encabece
encabezar,ar,be,NULL,be,z,2,0,0,1,0,ces,1,encabeces
encabezar,ar,be,NULL,be,z,3,0,0,1,0,ce,1,encabece
encabezar,ar,be,NULL,be,z,1,1,0,1,0,cemos,1,encabecemos
encabezar,ar,be,NULL,be,z,2,1,0,1,0,céis,1,encabecéis
encabezar,ar,be,NULL,be,z,3,1,0,1,0,cen,1,encabecen
encabezar,ar,be,NULL,be,z,3,0,0,2,0,ce,1,encabece
encabezar,ar,be,NULL,be,z,1,1,0,2,0,cemos,1,encabecemos
encabezar,ar,be,NULL,be,z,3,1,0,2,0,cen,1,encabecen
calentar,ar,len,l,en,t,1,0,0,0,lien,o,1,caliento
calentar,ar,len,l,en,t,2,0,0,0,lien,as,1,calientas
calentar,ar,len,l,en,t,3,0,0,0,lien,a,1,calienta
calentar,ar,len,l,en,t,3,1,0,0,lien,an,1,calientan
calentar,ar,len,l,en,t,1,0,0,1,lien,e,1,caliente
calentar,ar,len,l,en,t,2,0,0,1,lien,es,1,calientes
calentar,ar,len,l,en,t,3,0,0,1,lien,e,1,caliente
calentar,ar,len,l,en,t,3,1,0,1,lien,en,1,calienten
calentar,ar,len,l,en,t,2,0,0,2,lien,a,1,calienta
calentar,ar,len,l,en,t,3,0,0,2,lien,e,1,caliente
calentar,ar,len,l,en,t,3,1,0,2,lien,en,1,calienten
abrazar,ar,bra,b,ra,z,1,0,2,0,0,cé,1,abracé
abrazar,ar,bra,b,ra,z,1,0,0,1,0,ce,1,abrace
abrazar,ar,bra,b,ra,z,2,0,0,1,0,ces,1,abraces
abrazar,ar,bra,b,ra,z,3,0,0,1,0,ce,1,abrace
abrazar,ar,bra,b,ra,z,1,1,0,1,0,cemos,1,abracemos
abrazar,ar,bra,b,ra,z,2,1,0,1,0,céis,1,abracéis
abrazar,ar,bra,b,ra,z,3,1,0,1,0,cen,1,abracen
abrazar,ar,bra,b,ra,z,3,0,0,2,0,ce,1,abrace
abrazar,ar,bra,b,ra,z,1,1,0,2,0,cemos,1,abracemos
abrazar,ar,bra,b,ra,z,3,1,0,2,0,cen,1,abracen
identificar,ar,fi,NULL,fi,c,1,0,2,0,0,qué,1,identifiqué
identificar,ar,fi,NULL,fi,c,1,0,0,1,0,que,1,identifique
identificar,ar,fi,NULL,fi,c,2,0,0,1,0,ques,1,identifiques
identificar,ar,fi,NULL,fi,c,3,0,0,1,0,que,1,identifique
identificar,ar,fi,NULL,fi,c,1,1,0,1,0,quemos,1,identifiquemos
identificar,ar,fi,NULL,fi,c,2,1,0,1,0,quéis,1,identifiquéis
identificar,ar,fi,NULL,fi,c,3,1,0,1,0,quen,1,identifiquen
identificar,ar,fi,NULL,fi,c,3,0,0,2,0,que,1,identifique
identificar,ar,fi,NULL,fi,c,1,1,0,2,0,quemos,1,identifiquemos
identificar,ar,fi,NULL,fi,c,3,1,0,2,0,quen,1,identifiquen
incluir,ir,in,NULL,in,clu,1,0,0,0,0,yo,1,incluyo
incluir,ir,in,NULL,in,clu,2,0,0,0,0,yes,1,incluyes
incluir,ir,in,NULL,in,clu,3,0,0,0,0,ye,1,incluye
incluir,ir,in,NULL,in,clu,3,1,0,0,0,yen,1,incluyen
incluir,ir,in,NULL,in,clu,3,0,2,0,0,yó,1,incluyó
incluir,ir,in,NULL,in,clu,3,1,2,0,0,yeron,1,incluyeron
incluir,ir,in,NULL,in,clu,1,0,0,1,0,ya,1,incluya
incluir,ir,in,NULL,in,clu,2,0,0,1,0,yas,1,incluyas
incluir,ir,in,NULL,in,clu,3,0,0,1,0,ya,1,incluya
incluir,ir,in,NULL,in,clu,1,1,0,1,0,yamos,1,incluyamos
incluir,ir,in,NULL,in,clu,2,1,0,1,0,yáis,1,incluyáis
incluir,ir,in,NULL,in,clu,3,1,0,1,0,yan,1,incluyan
incluir,ir,in,NULL,in,clu,1,0,1,1,0,yera,1,incluyera
incluir,ir,in,NULL,in,clu,2,0,1,1,0,yeras,1,incluyeras
incluir,ir,in,NULL,in,clu,3,0,1,1,0,yera,1,incluyera
incluir,ir,in,NULL,in,clu,1,1,1,1,0,yéramos,1,incluyéramos
incluir,ir,in,NULL,in,clu,2,1,1,1,0,yerais,1,incluyerais
incluir,ir,in,NULL,in,clu,3,1,1,1,0,yeran,1,incluyeran
incluir,ir,in,NULL,in,clu,1,0,3,1,0,yere,1,incluyere
incluir,ir,in,NULL,in,clu,2,0,3,1,0,yeres,1,incluyeres
incluir,ir,in,NULL,in,clu,3,0,3,1,0,yere,1,incluyere
incluir,ir,in,NULL,in,clu,1,1,3,1,0,yéremos,1,incluyéremos
incluir,ir,in,NULL,in,clu,2,1,3,1,0,yereis,1,incluyereis
incluir,ir,in,NULL,in,clu,3,1,3,1,0,yeren,1,incluyeren
incluir,ir,in,NULL,in,clu,2,0,0,2,0,ye,1,incluye
incluir,ir,in,NULL,in,clu,3,0,0,2,0,ya,1,incluya
incluir,ir,in,NULL,in,clu,1,1,0,2,0,yamos,1,incluyamos
incluir,ir,in,NULL,in,clu,3,1,0,2,0,yan,1,incluyan
herir,ir,he,NULL,he,r,1,0,0,0,hie,o,1,hiero
herir,ir,he,NULL,he,r,2,0,0,0,hie,es,1,hieres
herir,ir,he,NULL,he,r,3,0,0,0,hie,e,1,hiere
herir,ir,he,NULL,he,r,3,1,0,0,hie,en,1,hieren
herir,ir,he,NULL,he,r,3,0,2,0,hi,ió,1,hirió
herir,ir,he,NULL,he,r,3,1,2,0,hi,ieron,1,hirieron
herir,ir,he,NULL,he,r,1,0,0,1,hie,a,1,hiera
herir,ir,he,NULL,he,r,2,0,0,1,hie,as,1,hieras
herir,ir,he,NULL,he,r,3,0,0,1,hie,a,1,hiera
herir,ir,he,NULL,he,r,1,1,0,1,hi,amos,1,hiramos
herir,ir,he,NULL,he,r,2,1,0,1,hi,áis,1,hiráis
herir,ir,he,NULL,he,r,3,1,0,1,hie,an,1,hieran
herir,ir,he,NULL,he,r,1,0,1,1,hi,iera,1,hiriera
herir,ir,he,NULL,he,r,2,0,1,1,hi,ieras,1,hirieras
herir,ir,he,NULL,he,r,3,0,1,1,hi,iera,1,hiriera
herir,ir,he,NULL,he,r,1,1,1,1,hi,iéramos,1,hiriéramos
herir,ir,he,NULL,he,r,2,1,1,1,hi,ierais,1,hirierais
herir,ir,he,NULL,he,r,3,1,1,1,hi,ieran,1,hirieran
herir,ir,he,NULL,he,r,1,0,3,1,hi,iere,1,hiriere
herir,ir,he,NULL,he,r,2,0,3,1,hi,ieres,1,hirieres
herir,ir,he,NULL,he,r,3,0,3,1,hi,iere,1,hiriere
herir,ir,he,NULL,he,r,1,1,3,1,hi,iéremos,1,hiriéremos
herir,ir,he,NULL,he,r,2,1,3,1,hi,iereis,1,hiriereis
herir,ir,he,NULL,he,r,3,1,3,1,hi,ieren,1,hirieren
herir,ir,he,NULL,he,r,2,0,0,2,hie,e,1,hiere
herir,ir,he,NULL,he,r,3,0,0,2,hie,a,1,hiera
herir,ir,he,NULL,he,r,1,1,0,2,hi,amos,1,hiramos
herir,ir,he,NULL,he,r,3,1,0,2,hie,an,1,hieran
instruir,ir,ins,i,ns,tru,1,0,0,0,0,yo,1,instruyo
instruir,ir,ins,i,ns,tru,2,0,0,0,0,yes,1,instruyes
instruir,ir,ins,i,ns,tru,3,0,0,0,0,ye,1,instruye
instruir,ir,ins,i,ns,tru,3,1,0,0,0,yen,1,instruyen
instruir,ir,ins,i,ns,tru,3,0,2,0,0,yó,1,instruyó
instruir,ir,ins,i,ns,tru,3,1,2,0,0,yeron,1,instruyeron
instruir,ir,ins,i,ns,tru,1,0,0,1,0,ya,1,instruya
instruir,ir,ins,i,ns,tru,2,0,0,1,0,yas,1,instruyas
instruir,ir,ins,i,ns,tru,3,0,0,1,0,ya,1,instruya
instruir,ir,ins,i,ns,tru,1,1,0,1,0,yamos,1,instruyamos
instruir,ir,ins,i,ns,tru,2,1,0,1,0,yáis,1,instruyáis
instruir,ir,ins,i,ns,tru,3,1,0,1,0,yan,1,instruyan
instruir,ir,ins,i,ns,tru,1,0,1,1,0,yera,1,instruyera
instruir,ir,ins,i,ns,tru,2,0,1,1,0,yeras,1,instruyeras
